time(s),acceleration(m/s2)
1.651836,-0.61706
1.651875,2.290073
1.651914,0.447066
1.651953,-0.702536
1.651992,-5.180894
1.652031,3.065755
1.65207,-4.501783
1.652109,0.301137
1.652148,-0.516522
1.652187,-1.495184
1.652227,2.942739
1.652266,-4.4585
1.652305,-2.518983
1.652344,4.353555
1.652383,0.633891
1.652422,1.062587
1.652461,0.323452
1.6525,-0.325061
1.652539,-2.012706
1.652578,3.709117
1.652617,1.557631
1.652656,2.627996
1.652695,-1.353002
1.652734,-3.243832
1.652773,2.455198
1.652812,-0.254681
1.652852,1.204544
1.652891,-0.28121
1.65293,-0.288707
1.652969,0.749446
1.653008,3.804322
1.653047,-1.824123
1.653086,3.527825
1.653125,0.861289
1.653164,-1.701887
1.653203,0.425428
1.653242,1.190077
1.653281,-2.035312
1.65332,-0.514201
1.653359,-0.531661
1.653398,-1.982791
1.653437,3.586555
1.653477,2.792547
1.653516,-5.148543
1.653555,-0.647331
1.653594,-3.372488
1.653633,4.493705
1.653672,-2.399039
1.653711,-4.670893
1.65375,0.375948
1.653789,-2.378495
1.653828,2.13057
1.653867,-1.316981
1.653906,-1.673598
1.653945,4.165564
1.653984,-1.690006
1.654023,-6.438531
1.654062,3.86021
1.654102,0.278253
1.654141,0.689077
1.65418,-0.594611
1.654219,-1.600866
1.654258,-0.353168
1.654297,3.529989
1.654336,-3.022316
1.654375,-2.002319
1.654414,-0.272304
1.654453,-3.945228
1.654492,1.22345
1.654531,-0.299251
1.65457,-0.646697
1.654609,0.858417
1.654648,-2.342981
1.654687,0.629779
1.654727,2.846827
1.654766,-1.221002
1.654805,-4.430115
1.654844,-2.346373
1.654883,-1.335342
1.654922,1.42762
1.654961,0.625831
1.655,-1.726874
1.655039,0.528619
1.655078,4.96867
1.655117,0.814064
1.655156,-1.967307
1.655195,0.155485
1.655234,1.178475
1.655273,-3.185307
1.655312,-2.97696
1.655352,1.472051
1.655391,0.97003
1.65543,1.379682
1.655469,-4.411832
1.655508,0.61617
1.655547,1.737327
1.655586,-1.685974
1.655625,-1.2953
1.655664,-1.109915
1.655703,-0.404619
1.655742,1.260965
1.655781,1.352367
1.65582,3.150603
1.655859,1.368697
1.655898,-0.638238
1.655937,0.961107
1.655977,1.631119
1.656016,1.286829
1.656055,-4.003674
1.656094,0.491087
1.656133,0.478372
1.656172,-1.428763
1.656211,0.726719
1.65625,2.415791
1.656289,-1.114111
1.656328,-3.050333
1.656367,0.947286
1.656406,-1.793857
1.656445,2.416468
1.656484,1.861165
1.656523,-4.206544
1.656562,1.879091
1.656602,4.520283
1.656641,4.268574
1.65668,-1.607492
1.656719,-1.818312
1.656758,1.953111
1.656797,-0.200153
1.656836,-4.334439
1.656875,0.244468
1.656914,-2.675076
1.656953,0.74155
1.656992,0.4457
1.657031,0.384836
1.65707,3.858668
1.657109,-2.546172
1.657148,-0.183454
1.657187,-2.947885
1.657227,1.079715
1.657266,2.817166
1.657305,1.141268
1.657344,-2.073207
1.657383,2.653365
1.657422,0.717118
1.657461,-1.405311
1.6575,2.02915
1.657539,1.360335
1.657578,-3.508515
1.657617,-3.06922
1.657656,-1.345765
1.657695,-3.262205
1.657734,-0.071043
1.657773,-1.969629
1.657812,-0.546595
1.657852,-0.299052
1.657891,-2.196604
1.65793,4.202347
1.657969,-3.037467
1.658008,-2.44506
1.658047,-0.483451
1.658086,-1.213167
1.658125,8.278036
1.658164,-10.572351
1.658203,-3.346322
1.658242,6.62955
1.658281,4.490549
1.65832,0.466002
1.658359,-6.595096
1.658398,2.076907
1.658437,0.459315
1.658477,-3.933656
1.658516,1.93478
1.658555,3.13697
1.658594,-5.954037
1.658633,-2.557254
1.658672,2.004126
1.658711,-0.236803
1.65875,0.131809
1.658789,4.087112
1.658828,0.602192
1.658867,-2.697712
1.658906,-3.181039
1.658945,4.248798
1.658984,-0.236525
1.659023,-2.060348
1.659062,4.335049
1.659102,1.62653
1.659141,1.612401
1.65918,-1.226492
1.659219,-0.894246
1.659258,4.210092
1.659297,-1.934206
1.659336,1.417269
1.659375,1.057025
1.659414,-1.408806
1.659453,-1.645339
1.659492,-1.371775
1.659531,0.239311
1.65957,2.170122
1.659609,0.207153
1.659648,-2.483953
1.659687,0.792607
1.659727,-1.949514
1.659766,-2.960793
1.659805,2.309389
1.659844,2.751477
1.659883,-0.869028
1.659922,-2.85204
1.659961,0.792208
1.66,-0.278121
1.660039,0.682227
1.660078,-1.23599
1.660117,-1.125265
1.660156,0.482127
1.660195,-0.438409
1.660234,2.83852
1.660273,-2.25167
1.660312,-1.86749
1.660352,-0.866084
1.660391,1.672067
1.66043,1.01165
1.660469,1.622757
1.660508,-3.163953
1.660547,-2.540906
1.660586,-1.183373
1.660625,2.931331
1.660664,2.779041
1.660703,0.48264
1.660742,1.877132
1.660781,-3.623738
1.66082,-0.351687
1.660859,6.007053
1.660898,1.824267
1.660937,0.103121
1.660977,-2.326143
1.661016,1.292107
1.661055,3.321043
1.661094,-1.136051
1.661133,-2.005016
1.661172,2.802692
1.661211,0.056532
1.66125,-0.252051
1.661289,-1.819999
1.661328,0.10343
1.661367,-0.543372
1.661406,-3.729958
1.661445,-2.833406
1.661484,4.894856
1.661523,-1.72049
1.661562,-2.383017
1.661602,4.049229
1.661641,-1.42149
1.66168,0.122081
1.661719,0.079996
1.661758,-1.75997
1.661797,-0.098558
1.661836,0.754301
1.661875,0.703436
1.661914,-0.023812
1.661953,0.947122
1.661992,0.720631
1.662031,-0.230654
1.66207,0.032826
1.662109,-1.529494
1.662148,1.826329
1.662187,-0.524993
1.662227,-2.701074
1.662266,-1.459192
1.662305,-1.055369
1.662344,3.770041
1.662383,1.789086
1.662422,-0.259814
1.662461,-0.009737
1.6625,-2.799924
1.662539,0.922715
1.662578,1.420855
1.662617,1.268274
1.662656,0.651266
1.662695,-4.750124
1.662734,-0.042089
1.662773,0.767686
1.662812,2.074863
1.662852,0.099693
1.662891,-0.073981
1.66293,-1.862925
1.662969,-1.331279
1.663008,0.718581
1.663047,-1.804431
1.663086,1.511791
1.663125,-1.002068
1.663164,1.05029
1.663203,-2.481178
1.663242,-0.729761
1.663281,1.915548
1.66332,-4.39211
1.663359,0.975677
1.663398,1.015272
1.663437,-0.456118
1.663477,-1.184376
1.663516,2.83797
1.663555,-3.744039
1.663594,-1.574844
1.663633,0.705565
1.663672,0.061308
1.663711,0.238586
1.66375,-2.441427
1.663789,-3.69416
1.663828,1.109394
1.663867,1.411653
1.663906,2.075413
1.663945,-1.272888
1.663984,1.232839
1.664023,-0.117312
1.664062,-0.645119
1.664102,1.905735
1.664141,1.36496
1.66418,-0.00669
1.664219,-1.488962
1.664258,0.894251
1.664297,0.514974
1.664336,0.099131
1.664375,1.98308
1.664414,-1.848294
1.664453,0.721695
1.664492,0.196972
1.664531,-2.420731
1.66457,0.25549
1.664609,-4.602018
1.664648,-0.884312
1.664687,0.381184
1.664727,-0.995176
1.664766,-3.84379
1.664805,1.959876
1.664844,0.236034
1.664883,-0.173363
1.664922,1.733784
1.664961,-1.493025
1.665,0.826779
1.665039,1.430244
1.665078,-4.450375
1.665117,1.079715
1.665156,0.484097
1.665195,1.364761
1.665234,3.312403
1.665273,-3.772237
1.665312,1.523846
1.665352,1.622763
1.665391,0.720746
1.66543,-1.73454
1.665469,1.202604
1.665508,-2.955981
1.665547,0.149929
1.665586,1.265808
1.665625,-3.555915
1.665664,1.052206
1.665703,-1.730659
1.665742,0.793182
1.665781,2.45862
1.66582,-0.600814
1.665859,-0.142034
1.665898,-8.190535
1.665937,2.00039
1.665977,3.112218
1.666016,2.406759
1.666055,-3.37533
1.666094,-1.19969
1.666133,4.474818
1.666172,-1.546574
1.666211,3.967724
1.66625,1.208982
1.666289,-2.189754
1.666328,-2.979402
1.666367,2.848744
1.666406,3.332186
1.666445,2.04999
1.666484,-0.751726
1.666523,-1.480915
1.666562,-0.929167
1.666602,-0.357491
1.666641,1.420776
1.66668,0.045631
1.666719,-3.840507
1.666758,-4.497551
1.666797,1.779007
1.666836,-2.179942
1.666875,1.233444
1.666914,-0.32737
1.666953,-0.574212
1.666992,8.754562
1.667031,-13.430826
1.66707,-1.248946
1.667109,4.126084
1.667148,4.507623
1.667187,3.043718
1.667227,-2.722845
1.667266,1.375504
1.667305,0.036181
1.667344,3.6291
1.667383,0.183931
1.667422,2.926663
1.667461,-2.281277
1.6675,1.56913
1.667539,1.284145
1.667578,-1.166281
1.667617,1.358527
1.667656,-2.317643
1.667695,4.426354
1.667734,-0.600693
1.667773,0.397031
1.667812,-0.769368
1.667852,-0.389516
1.667891,-3.091517
1.66793,-4.986815
1.667969,1.131909
1.668008,2.313289
1.668047,-4.942257
1.668086,1.799557
1.668125,-7.910114
1.668164,12.004635
1.668203,-0.939747
1.668242,-21.185376
1.668281,18.142736
1.66832,-9.559809
1.668359,11.754468
1.668398,-4.107258
1.668437,-7.698048
1.668477,8.581885
1.668516,-0.024127
1.668555,6.016158
1.668594,1.781897
1.668633,-5.623714
1.668672,1.375347
1.668711,0.612645
1.66875,-0.687954
1.668789,4.235884
1.668828,-3.705254
1.668867,-4.855667
1.668906,2.689827
1.668945,5.542359
1.668984,-3.132376
1.669023,5.319381
1.669062,-7.927309
1.669102,-6.128582
1.669141,8.925183
1.66918,-0.789984
1.669219,6.098811
1.669258,-4.752718
1.669297,-2.63206
1.669336,3.596065
1.669375,0.352406
1.669414,1.950947
1.669453,-0.164192
1.669492,-2.946567
1.669531,-3.465172
1.66957,1.816256
1.669609,-2.39662
1.669648,3.999211
1.669687,3.36993
1.669727,-5.360203
1.669766,2.803605
1.669805,3.496598
1.669844,0.78953
1.669883,-0.095607
1.669922,-6.707398
1.669961,8.549098
1.67,-4.148394
1.670039,1.965179
1.670078,3.473248
1.670117,-4.645766
1.670156,2.216736
1.670195,4.042228
1.670234,2.09447
1.670273,-1.769855
1.670312,-7.934751
1.670352,-0.652204
1.670391,-3.827478
1.67043,13.769202
1.670469,-9.697535
1.670508,-9.550795
1.670547,14.421349
1.670586,-8.98317
1.670625,7.778857
1.670664,-15.184517
1.670703,11.164383
1.670742,3.375601
1.670781,-6.835414
1.67082,-4.303677
1.670859,-1.540419
1.670898,12.125396
1.670937,-7.878252
1.670977,9.000575
1.671016,3.918365
1.671055,-5.803676
1.671094,4.577652
1.671133,-7.853391
1.671172,10.160891
1.671211,1.888668
1.67125,-7.166257
1.671289,7.010811
1.671328,-0.400211
1.671367,4.570325
1.671406,2.774004
1.671445,0.070159
1.671484,1.721547
1.671523,-1.059063
1.671562,1.471985
1.671602,-1.31036
1.671641,0.942939
1.67168,1.916799
1.671719,0.428167
1.671758,5.467886
1.671797,-2.089362
1.671836,3.059238
1.671875,-3.540474
1.671914,-3.177309
1.671953,7.121426
1.671992,-5.238288
1.672031,-3.148476
1.67207,0.584453
1.672109,-1.319054
1.672148,-0.583741
1.672187,1.074679
1.672227,-1.310693
1.672266,-0.991899
1.672305,0.024978
1.672344,-1.603925
1.672383,-0.859929
1.672422,-2.601486
1.672461,2.703715
1.6725,8.858696
1.672539,-3.249001
1.672578,2.053872
1.672617,-1.264194
1.672656,3.820573
1.672695,-0.507314
1.672734,-1.805961
1.672773,0.602718
1.672812,-1.223227
1.672852,0.276348
1.672891,-5.187212
1.67293,3.905663
1.672969,0.781519
1.673008,0.193846
1.673047,1.7111
1.673086,0.334709
1.673125,0.546146
1.673164,-4.498893
1.673203,-0.49827
1.673242,-1.188862
1.673281,3.023736
1.67332,1.38869
1.673359,-1.201958
1.673398,0.845696
1.673437,-2.003281
1.673477,-0.968689
1.673516,-0.623057
1.673555,2.270835
1.673594,-0.245521
1.673633,-5.619409
1.673672,-6.428078
1.673711,-0.935612
1.67375,2.928955
1.673789,-1.001173
1.673828,-0.843587
1.673867,-2.653952
1.673906,-0.738661
1.673945,0.180346
1.673984,0.490415
1.674023,1.519445
1.674062,-3.152194
1.674102,-0.791985
1.674141,-1.543073
1.67418,-1.284466
1.674219,3.692352
1.674258,-0.639272
1.674297,-0.264971
1.674336,1.848874
1.674375,0.465682
1.674414,-0.159325
1.674453,-0.341566
1.674492,3.828511
1.674531,-5.100061
1.67457,3.132381
1.674609,12.614176
1.674648,-15.786229
1.674687,7.623925
1.674727,0.219178
1.674766,7.13983
1.674805,-0.329892
1.674844,-2.434371
1.674883,5.225893
1.674922,-0.306875
1.674961,3.209817
1.675,-7.486877
1.675039,11.190271
1.675078,-6.570289
1.675117,3.13833
1.675156,0.142994
1.675195,-0.431608
1.675234,-2.518699
1.675273,-1.382373
1.675312,0.729452
1.675352,-4.728957
1.675391,5.152937
1.67543,-4.965418
1.675469,2.01996
1.675508,-6.128002
1.675547,-2.345424
1.675586,1.985009
1.675625,5.510231
1.675664,-0.229258
1.675703,-8.146756
1.675742,6.095021
1.675781,-0.747107
1.67582,3.944695
1.675859,3.902465
1.675898,-2.947335
1.675937,3.380178
1.675977,-2.888738
1.676016,-4.804465
1.676055,0.535367
1.676094,5.28712
1.676133,-2.076575
1.676172,-3.77477
1.676211,5.164993
1.67625,-0.062953
1.676289,1.429119
1.676328,3.397197
1.676367,3.660514
1.676406,4.992775
1.676445,-3.743791
1.676484,-0.551836
1.676523,2.679422
1.676562,-0.386251
1.676602,0.242358
1.676641,2.610233
1.67668,1.413079
1.676719,1.810277
1.676758,1.962301
1.676797,-3.223209
1.676836,2.070994
1.676875,1.233129
1.676914,-2.378652
1.676953,-0.538783
1.676992,-3.537596
1.677031,-6.047368
1.67707,2.488414
1.677109,0.354993
1.677148,0.603395
1.677187,-2.22528
1.677227,-2.232347
1.677266,1.534269
1.677305,2.862329
1.677344,-2.202051
1.677383,-2.74623
1.677422,-1.123494
1.677461,2.139216
1.6775,-7.674645
1.677539,7.925567
1.677578,-2.544491
1.677617,-4.576625
1.677656,13.789257
1.677695,-7.687855
1.677734,-2.676219
1.677773,0.503807
1.677812,-1.274805
1.677852,2.947818
1.677891,6.191852
1.67793,-4.542835
1.677969,2.084125
1.678008,4.027506
1.678047,-4.183938
1.678086,7.876262
1.678125,-1.630043
1.678164,-0.460948
1.678203,3.846673
1.678242,-2.776
1.678281,0.629804
1.67832,7.299103
1.678359,-2.382062
1.678398,4.767941
1.678437,-11.168924
1.678477,19.615891
1.678516,-15.815279
1.678555,-18.008283
1.678594,16.556088
1.678633,-14.370715
1.678672,8.597761
1.678711,-12.774025
1.67875,5.012582
1.678789,-9.414641
1.678828,7.701064
1.678867,-0.106169
1.678906,-7.626961
1.678945,8.281688
1.678984,-8.680645
1.679023,-1.015714
1.679062,7.427911
1.679102,-2.775698
1.679141,13.104474
1.67918,-9.677378
1.679219,27.788037
1.679258,-13.98278
1.679297,-3.40357
1.679336,13.224213
1.679375,-17.011804
1.679414,7.246135
1.679453,-4.545132
1.679492,5.567976
1.679531,-8.415623
1.67957,2.349274
1.679609,-3.07055
1.679648,8.047113
1.679687,6.793745
1.679727,-15.035002
1.679766,13.229588
1.679805,-0.875576
1.679844,-1.866244
1.679883,12.282656
1.679922,-1.190749
1.679961,-0.280346
1.68,0.48174
1.680039,-3.187907
1.680078,3.306497
1.680117,1.220282
1.680156,-5.450723
1.680195,-5.989128
1.680234,-2.244089
1.680273,4.192746
1.680312,1.093844
1.680352,10.531057
1.680391,-14.354446
1.68043,-2.279197
1.680469,3.263625
1.680508,-2.856804
1.680547,17.181784
1.680586,-12.812791
1.680625,-0.487841
1.680664,-3.429803
1.680703,3.346448
1.680742,6.018752
1.680781,-1.997688
1.68082,0.34139
1.680859,-6.023916
1.680898,0.602107
1.680937,-5.789117
1.680977,-5.495172
1.681016,6.829089
1.681055,0.592966
1.681094,-13.147334
1.681133,10.125638
1.681172,-3.096372
1.681211,5.94128
1.68125,-2.511517
1.681289,1.962506
1.681328,4.932196
1.681367,-4.888025
1.681406,4.702131
1.681445,0.347944
1.681484,8.244693
1.681523,-7.357646
1.681562,3.960209
1.681602,7.575939
1.681641,-5.577021
1.68168,5.82541
1.681719,-5.98281
1.681758,0.553389
1.681797,-0.555875
1.681836,-1.571567
1.681875,6.164016
1.681914,-1.312053
1.681953,-4.0503
1.681992,-1.307767
1.682031,0.830564
1.68207,2.038019
1.682109,-3.619433
1.682148,-0.922547
1.682187,1.004093
1.682227,-4.013462
1.682266,-4.863122
1.682305,0.270436
1.682344,2.099887
1.682383,2.253471
1.682422,-2.611878
1.682461,-5.663066
1.6825,-2.641624
1.682539,1.002672
1.682578,1.270759
1.682617,3.641179
1.682656,-5.879443
1.682695,1.160579
1.682734,6.693401
1.682773,-0.800359
1.682812,0.439352
1.682852,-3.243644
1.682891,3.588616
1.68293,1.244085
1.682969,-2.814313
1.683008,2.972715
1.683047,0.397393
1.683086,-3.644705
1.683125,-0.646612
1.683164,3.542105
1.683203,2.839258
1.683242,-1.844376
1.683281,1.902368
1.68332,-0.803424
1.683359,-0.714296
1.683398,0.054688
1.683437,1.730253
1.683477,1.0896
1.683516,0.400676
1.683555,-0.392461
1.683594,1.953836
1.683633,1.435068
1.683672,1.97805
1.683711,-2.414081
1.68375,0.707844
1.683789,2.107469
1.683828,-3.229231
1.683867,0.766483
1.683906,0.490047
1.683945,0.822426
1.683984,-1.712902
1.684023,-2.218962
1.684062,0.249698
1.684102,-0.765444
1.684141,-2.415532
1.68418,-2.082343
1.684219,0.482187
1.684258,-4.685796
1.684297,-1.568871
1.684336,4.426813
1.684375,-0.504346
1.684414,0.468826
1.684453,-1.269061
1.684492,0.337491
1.684531,1.323328
1.68457,3.004607
1.684609,1.340335
1.684648,-1.662201
1.684687,-1.00494
1.684727,2.8854
1.684766,5.250512
1.684805,-2.34465
1.684844,-0.33861
1.684883,-4.009841
1.684922,1.815984
1.684961,-0.001533
1.685,-1.204793
1.685039,-3.644342
1.685078,-6.437074
1.685117,1.79356
1.685156,-1.196988
1.685195,1.189025
1.685234,-3.063622
1.685273,-0.06802
1.685312,-0.866936
1.685352,1.342403
1.685391,-2.250666
1.68543,-0.539043
1.685469,-1.581247
1.685508,-1.851952
1.685547,3.975644
1.685586,-3.340433
1.685625,0.009827
1.685664,-2.995309
1.685703,2.708171
1.685742,9.960675
1.685781,-7.850574
1.68582,-1.232429
1.685859,1.223075
1.685898,-0.682815
1.685937,4.389582
1.685977,-5.852533
1.686016,1.109037
1.686055,5.481604
1.686094,-1.035635
1.686133,-2.723486
1.686172,-1.884255
1.686211,2.490053
1.68625,1.089582
1.686289,-5.09026
1.686328,-4.000615
1.686367,-1.42701
1.686406,6.86557
1.686445,-9.975229
1.686484,14.900601
1.686523,-5.380469
1.686562,-11.096295
1.686602,9.500891
1.686641,-1.642552
1.68668,9.395886
1.686719,-7.964116
1.686758,-0.783007
1.686797,-1.669753
1.686836,7.740665
1.686875,1.751783
1.686914,-6.517877
1.686953,5.071632
1.686992,-7.468546
1.687031,9.58424
1.68707,-5.874256
1.687109,4.531975
1.687148,4.808666
1.687187,-15.950544
1.687227,7.845422
1.687266,-0.810292
1.687305,11.694251
1.687344,-3.114794
1.687383,-8.915843
1.687422,3.529107
1.687461,-1.845332
1.6875,13.438788
1.687539,-7.09656
1.687578,-8.445871
1.687617,5.383848
1.687656,5.871546
1.687695,5.006651
1.687734,-3.445626
1.687773,-8.513754
1.687812,-0.407968
1.687852,11.074438
1.687891,-2.126877
1.68793,-3.174195
1.687969,-1.348939
1.688008,-0.582767
1.688047,3.240415
1.688086,9.63297
1.688125,-6.102815
1.688164,-4.089761
1.688203,0.044845
1.688242,6.147427
1.688281,1.769007
1.68832,-0.953205
1.688359,-7.846118
1.688398,1.071414
1.688437,2.239801
1.688477,-3.900229
1.688516,4.753733
1.688555,-5.12205
1.688594,-1.920331
1.688633,1.135089
1.688672,0.33636
1.688711,-1.961395
1.68875,-0.124192
1.688789,-1.804999
1.688828,-1.934339
1.688867,2.218707
1.688906,-2.408277
1.688945,4.241428
1.688984,2.772463
1.689023,0.226246
1.689062,2.629882
1.689102,-3.48496
1.689141,3.021868
1.68918,0.564859
1.689219,-0.650929
1.689258,-1.995004
1.689297,-0.549575
1.689336,-1.231323
1.689375,5.549246
1.689414,-7.869498
1.689453,1.934883
1.689492,-0.534745
1.689531,-0.691339
1.68957,-0.401548
1.689609,-5.447488
1.689648,-9.373541
1.689687,-1.697661
1.689727,0.591811
1.689766,3.761015
1.689805,-1.356914
1.689844,-6.995685
1.689883,1.905723
1.689922,-0.821713
1.689961,-1.661204
1.69,-0.059888
1.690039,-3.335016
1.690078,-0.692815
1.690117,2.607875
1.690156,-1.631996
1.690195,0.056858
1.690234,3.036686
1.690273,-1.417869
1.690312,1.272367
1.690352,0.537773
1.690391,-1.228789
1.69043,0.090068
1.690469,-4.045929
1.690508,-0.530537
1.690547,5.583332
1.690586,1.853009
1.690625,-0.100408
1.690664,0.84115
1.690703,2.670051
1.690742,-0.611612
1.690781,-0.718383
1.69082,1.926255
1.690859,1.05119
1.690898,2.251766
1.690937,-1.602686
1.690977,-1.21041
1.691016,1.030876
1.691055,2.618075
1.691094,1.534003
1.691133,0.898767
1.691172,-4.817185
1.691211,-0.839724
1.69125,1.809352
1.691289,-2.131798
1.691328,-2.440514
1.691367,-2.927244
1.691406,-0.294614
1.691445,2.260351
1.691484,0.485216
1.691523,-1.218064
1.691562,-0.589121
1.691602,-0.379208
1.691641,0.71811
1.69168,1.645798
1.691719,3.380317
1.691758,-3.04806
1.691797,0.765975
1.691836,2.792535
1.691875,1.838632
1.691914,1.644262
1.691953,-3.359973
1.691992,-1.244243
1.692031,3.063198
1.69207,-2.052821
1.692109,-1.329895
1.692148,1.236715
1.692187,-4.200806
1.692227,-1.174709
1.692266,0.074355
1.692305,6.627555
1.692344,1.655828
1.692383,-10.397008
1.692422,4.804119
1.692461,-0.116169
1.6925,1.141474
1.692539,-0.28358
1.692578,0.609229
1.692617,-0.7899
1.692656,4.142342
1.692695,2.034301
1.692734,-4.439716
1.692773,-0.899433
1.692812,10.929651
1.692852,-16.835875
1.692891,4.392545
1.69293,1.456078
1.692969,1.022333
1.693008,6.02961
1.693047,-10.342039
1.693086,5.071445
1.693125,-8.881393
1.693164,5.251243
1.693203,-0.43032
1.693242,2.723189
1.693281,-5.398317
1.69332,-10.150173
1.693359,7.971128
1.693398,-4.902535
1.693437,4.800812
1.693477,-6.574963
1.693516,-2.824428
1.693555,9.216553
1.693594,-5.8374
1.693633,2.852819
1.693672,-2.946343
1.693711,-3.446436
1.69375,0.40668
1.693789,3.498629
1.693828,2.558372
1.693867,-1.964321
1.693906,-0.448264
1.693945,-2.00854
1.693984,5.595497
1.694023,4.971113
1.694062,-7.492693
1.694102,1.463992
1.694141,-0.122995
1.69418,2.071641
1.694219,-1.079468
1.694258,-3.193729
1.694297,1.663881
1.694336,-1.993015
1.694375,1.779811
1.694414,-2.403634
1.694453,1.065646
1.694492,0.051
1.694531,-3.662667
1.69457,3.55008
1.694609,-1.690871
1.694648,2.758968
1.694687,-2.319324
1.694727,4.165479
1.694766,2.056024
1.694805,-7.165326
1.694844,2.626339
1.694883,8.789386
1.694922,-4.197451
1.694961,-2.392521
1.695,0.975798
1.695039,3.495679
1.695078,-1.620291
1.695117,3.214267
1.695156,0.501032
1.695195,-4.593239
1.695234,5.897646
1.695273,-1.181468
1.695312,-6.170631
1.695352,1.082617
1.695391,4.656581
1.69543,-2.709187
1.695469,1.80674
1.695508,-3.516901
1.695547,5.314363
1.695586,0.324782
1.695625,-3.388849
1.695664,-0.8671
1.695703,4.048177
1.695742,3.197725
1.695781,-3.73555
1.69582,-0.008214
1.695859,-0.703709
1.695898,5.448249
1.695937,-5.674523
1.695977,10.095596
1.696016,-7.33365
1.696055,-0.78759
1.696094,-3.71647
1.696133,10.161913
1.696172,-2.360883
1.696211,-3.64514
1.69625,0.014295
1.696289,-1.973631
1.696328,5.480371
1.696367,-0.512865
1.696406,-5.940416
1.696445,6.684985
1.696484,-1.095943
1.696523,-8.14123
1.696562,7.640345
1.696602,0.279813
1.696641,-0.991687
1.69668,0.688666
1.696719,-0.762016
1.696758,4.414842
1.696797,0.46729
1.696836,-4.169041
1.696875,2.209517
1.696914,-1.859152
1.696953,-1.534373
1.696992,3.113621
1.697031,0.073793
1.69707,0.701538
1.697109,1.330964
1.697148,-1.964158
1.697187,1.381586
1.697227,0.520028
1.697266,-1.233342
1.697305,1.481888
1.697344,-2.675203
1.697383,-4.134852
1.697422,-4.614291
1.697461,10.795136
1.6975,-6.932523
1.697539,-3.89414
1.697578,2.983954
1.697617,2.345852
1.697656,3.394053
1.697695,-3.795616
1.697734,-0.399565
1.697773,-1.840446
1.697812,3.755525
1.697852,-4.391379
1.697891,-5.96102
1.69793,2.287056
1.697969,-1.070411
1.698008,-1.573454
1.698047,-1.373987
1.698086,-1.252544
1.698125,1.695604
1.698164,-0.74698
1.698203,-8.549177
1.698242,3.261576
1.698281,21.433275
1.69832,-25.748661
1.698359,5.526235
1.698398,-0.252546
1.698437,7.155344
1.698477,2.3709
1.698516,-3.86564
1.698555,2.449848
1.698594,-4.393259
1.698633,10.787379
1.698672,-4.109483
1.698711,-3.927302
1.69875,0.925551
1.698789,0.064821
1.698828,0.827069
1.698867,-2.382068
1.698906,3.07298
1.698945,0.445573
1.698984,-11.855526
1.699023,9.204709
1.699062,12.712839
1.699102,-14.618923
1.699141,6.092693
1.69918,-4.684043
1.699219,7.818222
1.699258,0.578583
1.699297,1.038893
1.699336,0.766749
1.699375,-0.484969
1.699414,2.827728
1.699453,-9.131028
1.699492,6.58131
1.699531,-0.085184
1.69957,0.165364
1.699609,4.300309
1.699648,-5.972719
1.699687,4.640245
1.699727,4.42977
1.699766,-1.633151
1.699805,-0.140492
1.699844,-1.175217
1.699883,5.096432
1.699922,-3.094413
1.699961,0.552295
1.7,5.17255
1.700039,-1.666174
1.700078,-0.151616
1.700117,1.142725
1.700156,3.239484
1.700195,-1.000164
1.700234,-0.913732
1.700273,-4.327625
1.700312,-3.687105
1.700352,2.444352
1.700391,3.08411
1.70043,-0.877505
1.700469,-1.890041
1.700508,0.620263
1.700547,2.034338
1.700586,0.451159
1.700625,0.882002
1.700664,-2.39815
1.700703,-1.864582
1.700742,-0.502883
1.700781,-0.42983
1.70082,1.998165
1.700859,2.995816
1.700898,1.694673
1.700937,-2.10412
1.700977,0.090165
1.701016,-1.10974
1.701055,-0.05386
1.701094,-0.420266
1.701133,-1.208554
1.701172,-0.353156
1.701211,-2.596625
1.70125,-2.004967
1.701289,2.605904
1.701328,0.826217
1.701367,2.633183
1.701406,-4.984294
1.701445,-6.224573
1.701484,2.509515
1.701523,-3.149141
1.701562,1.510993
1.701602,-0.690965
1.701641,3.517293
1.70168,0.449104
1.701719,-7.347858
1.701758,8.648662
1.701797,2.012542
1.701836,0.079458
1.701875,-8.929246
1.701914,1.079866
1.701953,3.210433
1.701992,-2.827584
1.702031,4.406553
1.70207,-3.204074
1.702109,0.391027
1.702148,-1.122115
1.702187,-3.02156
1.702227,2.881942
1.702266,-2.816713
1.702305,0.884584
1.702344,-2.823563
1.702383,0.421915
1.702422,5.175918
1.702461,2.756471
1.7025,-5.76604
1.702539,13.752461
1.702578,4.548299
1.702617,-25.761514
1.702656,18.187524
1.702695,-5.654663
1.702734,6.314831
1.702773,-4.283798
1.702812,3.504856
1.702852,-5.480952
1.702891,6.913333
1.70293,1.681203
1.702969,-4.60336
1.703008,4.303054
1.703047,5.498714
1.703086,-13.989788
1.703125,7.899902
1.703164,0.365604
1.703203,4.17291
1.703242,4.491033
1.703281,3.931346
1.70332,-1.547505
1.703359,1.608422
1.703398,3.068681
1.703437,-3.825997
1.703477,5.393648
1.703516,-6.265117
1.703555,-5.294128
1.703594,5.846014
1.703633,1.891141
1.703672,-1.040907
1.703711,1.444016
1.70375,-2.740511
1.703789,2.960798
1.703828,0.368155
1.703867,-2.135486
